CODE	TITLE 	LANGUAGE
SLPS-00379 	 KIWAMU DAIDOUGI 	 [J]
SLPM-87019 	 KIWAMU DAIDOUGI [MAJORWAVE 1500 SERIES] 	 [J]
SLPS-02681	 KIZUNA TOIU NA NO PENDANT WITH TOYBOX STORIES  -  [ 2 DISCS ] 	 [J]
SLPS-02682 	 KIZUNA TOIU NA NO PENDANT WITH TOYBOX STORIES  -  [ 2 DISCS ] 	 [J]
SLPS-03567	 KIZUNA TOIU NA NO PENDANT WITH TOYBOX STORIES [BEST VERSION]  -  [ 2 DISCS ] 	 [J]
SLPS-03568 	 KIZUNA TOIU NA NO PENDANT WITH TOYBOX STORIES [BEST VERSION]  -  [ 2 DISCS ] 	 [J]
SLPS-02424 	 KLAYMEN GUN-HOCKEY 	 [J]
SLPS-01365 	 KLAYMEN KLAYMEN - NERVERHOOD NO NAZO 	 [J]
SLPS-91116 	 KLAYMEN KLAYMEN - NERVERHOOD NO NAZO [PLAYSTATION THE BEST] 	 [J]
SCPS-45296 	 KLAYMEN KLAYMEN 2 - SKULLMONKEY NO GYAKUSHUU 	 [Ch]
SLPS-01501 	 KLAYMEN KLAYMEN 2 - SKULLMONKEY NO GYAKUSHUU 	 [J]
SLPS-02147 	 KLAYMEN KLAYMEN 2 - SKULLMONKEY NO GYAKUSHUU [RIVERHILL SOFT BEST] 	 [J]
SCPS-45516 	 KLONOA BEACH VOLLEYBALL 	 [J]
SLPS-03433 	 KLONOA BEACH VOLLEYBALL 	 [J]
SLPS-01531 	 KNIGHT & BABY 	 [J]
SLPS-00922 	 KOCHIRA KATSUSHIKAKU KAMEARI KOUENZEN - HASHUTSUJO HIGH-TECH BUILDING SHINKOU SOSHI SAKUSEN! NO KAN 	 [J]
SLPS-03499 	 KOGEPAN - PAN MO GAME WO YARURASHI 	 [J]
SLPM-80195 	 KOGUMA-CHAN NO DAIBOUKEN 	 [J]
SLPS-02955 	 KOHNI SHOGUN 	 [J]
SLPM-86847 	 KOIYOHOU 	 [J]
SLPS-01354 	 KOJIN KYOUJU - LA LEÇON PARTICULIERE 	 [J]
SLPS-03434 	 KOJIN KYOUJU - LA LEÇON PARTICULIERE [MYCOM BEST] 	 [J]
SLPS-00249 	 KOKUMEIKAN - TRAP SIMULATION GAME 	 [J]
SLPS-91033 	 KOKUMEIKAN - TRAP SIMULATION GAME [PLAYSTATION THE BEST] 	 [J]
SLPS-91406 	 KOKUMEIKAN - TRAP SIMULATION GAME [PSONE BOOKS] 	 [J]
SLPS-03121 	 KOMOCCHI 	 [J]
SLPM-86228 	 KONAMI 80'S ARCADE GALLERY 	 [J]
SLPM-86052 	 KONAMI ANTIQUES - MSX COLLECTION VOL.1 	 [J]
SCPS-45155 	 KONAMI ANTIQUES - MSX COLLECTION VOL.2 	 [J]
SLPM-86062 	 KONAMI ANTIQUES - MSX COLLECTION VOL.2 	 [J]
SCPS-45205 	 KONAMI ANTIQUES - MSX COLLECTION VOL.3 	 [J]
SLPM-86072 	 KONAMI ANTIQUES - MSX COLLECTION VOL.3 	 [J]
SLPM-86515 	 KOMBI MAHJONG AWASE UCHI 	 [J]
SCPS-10127 	 KONEKO MO ISSYO 	 [J]
SLPM-86791 	 KONOHANA - TRUE REPORT 	 [J]
SLPM-87075 	 KONOHANA - TRUE REPORT [SUPERLITE 1500 SERIES] 	 [J]
SLPS-01894 	 KONYA MO DORUBAKO!! 	 [J]
SLPS-02547 	 Konya mo Dorubako!! 2000 	[J]
SLPS-03328 	 KONYA MO DORUBAKO!! 2001 	 [J]
SLPS-03479 	 KOROKORO POSTNIN 	 [J]
SLPS-00729 	 KOSHIEN FIVE BASEBALL 	 [J]
SLPS-02565 	 KOSHIEN FIVE BASEBALL [RERELEASE] 	 [J]
SLPS-03084 	 KOSHIEN FIVE BASEBALL [MAGICAL 1500] 	 [J]
SLPS-00970 	 KOSODATE QUIZ MY ANGEL 	 [J]
SLPS-01885 	 KOSODATE QUIZ MOTTO MY ANGEL 	 [J]
SLPS-00159 	 KOTEN TSUMEGO SHUU - SHIJIN NO MAKI 	 [J]
SLPS-02593 	 KOTEN TSUMEGO SHUU - SHIJIN NO MAKI [VAP BEST THANKS 1800] 	 [J]
SLPS-01941 	 KOTOBUKI GRAND PRIX - MEZASE! GENCHARI KING 	 [J]
SLPM-86926 	 KOTOBUKI GRAND PRIX - MEZASE! GENCHARI KING [POKKIRI 1400] 	 [J]
SCPS-10137 	 KOUASHI KIKOU SHIDAN - BEIN PANZER 	 [J]
SLPS-02460	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SLPS-02461	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SLPS-02462	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SLPS-02463 	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SCPS-45441	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SCPS-45442	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SCPS-45443	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SCPS-45444 	 KOUDELKA  -  [ 4 DISCS ] 	 [J]
SLPS-00684 	 KOUKAI SARENA KATTA SHUKI - THE NOTE 	 [J]
SLPS-02385 	 KOUKROSEATRO - YUUKYUU NO HITOMI 	 [J]
SLPS-03283 	 KOUKROSEATRO - YUUKYUU NO HITOMI [VALUE 1500] 	 [J]
SLPS-00577 	 KOURYUU SANGOKU ENGI 	 [J]
SLPS-02550 	 KOURYUU SANGOKU ENGI [MARURAN SERIES 2] 	 [J]
SLPS-01338 	 KOURYUUKI 	 [J]
SLPM-87350 	 KOURYUUKI [KOEI TEIBAN SERIES] 	 [J]
SLPS-00431 	 KOUTETSU REIKI - STEELDOM 	 [J]
SLPS-03454 	 KOWAI SYASIN - SHINREI SYASIN KITAN 	 [J]
SCPS-45014	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SCPS-45015	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SCPS-45016	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SCPS-45017 	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-00706	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-00707	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-00708	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-00709 	 KOWLOON'S GATE  -  [ 4 DISCS ] 	 [J]
SLPS-02975	 KOWLOON'S GATE [ARTDINK BEST CHOICE]  -  [ 4 DISCS ] 	 [J]
SLPS-02976	 KOWLOON'S GATE [ARTDINK BEST CHOICE]  -  [ 4 DISCS ] 	 [J]
SLPS-02977	 KOWLOON'S GATE [ARTDINK BEST CHOICE]  -  [ 4 DISCS ] 	 [J]
SLPS-02978 	 KOWLOON'S GATE [ARTDINK BEST CHOICE]  -  [ 4 DISCS ] 	 [J]
SLPS-00669	 KOWLOON'S GATE [LIMITED EDITION]  -  [ 4 DISCS ] 	 [J]
SLPS-00670	 KOWLOON'S GATE [LIMITED EDITION]  -  [ 4 DISCS ] 	 [J]
SLPS-00671	 KOWLOON'S GATE [LIMITED EDITION]  -  [ 4 DISCS ] 	 [J]
SLPS-00672 	 KOWLOON'S GATE [LIMITED EDITION]  -  [ 4 DISCS ] 	 [J]
SLPS-01775 	 KOYASAI - A SHERD OF YOUTHFUL MEMORIES 	 [J]
SLPM-87170 	 KOYASAI - A SHERD OF YOUTHFUL MEMORIES [SUPERLITE 1500 SERIES] 	 [J]
SLPS-00492 	 KRAZY IVAN 	 [J]
SCPS-10064 	 KULAQUEST 	 [J]
SLPS-00115 	 KUMA NO PUUTAROU 	 [J]
SLPS-01208 	 KUMITATE BATTLE KUTTU KETTO 	 [J]
SLPS-01773 	 KUNOICHI TORIMONOCHO 	 [J]
SLPS-01676 	 KUON NO KIZUNA 	 [J]
SLPS-00499 	 KURI SKUNK 	 [J]
SLPS-02464 	 KURI SKUNK [REPRINT] 	 [J]
SLPS-00505 	 KURO NO JYUSAN 	 [J]
SLPS-02811 	 KURO NO JYUSAN [BEST PRICE] 	 [J]
SLPS-01030 	 KURO NO KEN - BLADE OF THE DARKNESS 	 [J]
SLPS-01450 	 KUROI HITOMI NO NOIR - CIELGRIS FANTASM 	 [J]
SLPS-03063 	 KU-RON JO 	 [J]
SLPM-86634 	 KURU KURU CUBE 	 [J]
SLPM-86785 	 KURU KURU MARUMARU 	 [J]
SLPS-00651 	 KURU KURU PANIC 	 [J]
SLPS-00432 	 KURUKURU TWINKLE - ONEGAIOHO SHISAMA 	 [J]
SLPS-00786 	 KURUMI MIRACLE 	 [J]
SLPS-00066 	 KURURIN PA! 	 [J]
SLPS-01854 	 KUUBO SENKI 	 [J]
SLPM-86447 	 KYAIIN NO TANOSHI MAIL - PS. I LOVE YOU 	 [J]
SLPS-01692 	 KYOROCHAN NO PURIKURA DAISAKUSEN 	 [J]
SLPS-03193 	 KYOTO MAIKO MONOGATARI 	 [J]
SLPS-00503 	 KYOUFU SHINBUN 	 [J]
SLPS-00777 	 KYOUSOUBA IKUSEI SIMULATION - DERBY STALLION 	 [J]
SLPS-02299 	 KYOUSOUBA IKUSEI SIMULATION - DERBY STALLION '99 	 [J]
SLPS-03451 	 KYOUTEI WARS - MARK 6 	 [J]
SLPS-00622 	 KYUU BAKUKKU 	 [J]
SLPS-00214 	 KYUIN 	 [J]
SLPS-02628 	 KYUIN [BEST OF THE BEST] 	 [J]
SLPS-00475 	 KYUUKUOKU NO SOUKOBAN - 3D PUZZLE & CINEMA 	 [J]
SLPS-00031 	 KYUUTENKAI - FANTASTIC PINBALL 	 [J]
SLPS-02204 	 L NO KISETSU - A PIECE OF MEMORIES 	 [J]
SLPS-03222 	 L NO KISETSU - A PIECE OF MEMORIES [BEST PRICE] 	 [J]
SLPS-02203 	 L NO KISETSU - A PIECE OF MEMORIES [LIMITED EDITION] 	 [J]
SCPS-45120 	 LAGNACURE 	 [J]
SLPS-01009 	 LAGNACURE 	 [J]
SLPS-02833 	 LAGNACURE [ARTDINK BEST CHOICE] 	 [J]
SLPS-02832 	 LAGNACURE LEGEND 	 [J]
SLPS-00408 	 LAKE MASTERS 	 [J]
SLPS-01608 	 LAKE MASTERS [NICE PRICE 2800] 	 [J]
SLPS-01342 	 LAKE MASTERS 2 - BASS FISHING IN JAPAN 	 [J]
SLPS-02069 	 LAKE MASTERS 2 - BASS FISHING IN JAPAN [REPRINT] 	 [J]
SLPS-02177 	 LAKE MASTERS PRO 	 [J]
SLPS-91420 	 LAKE MASTERS PRO [PSONE BOOKS] 	 [J]
SLPS-02869 	 LAKE MASTERS PRO [REPRINT] 	 [J]
SLPM-86394 	 LANDMAKER 	 [J]
SLPS-00897 	 LANGRISSER I & II 	 [J]
SLPS-00896 	 LANGRISSER I & II [LIMITED EDITION] 	 [J]
SLPS-01822 	 LANGRISSER I & II [MASAY BEST] 	 [J]
SLPM-86798 	 LANGRISSER I & II [RERELEASE] 	 [J]
SLPS-01818	 LANGRISSER IV & V  -  [ 2 DISCS ] 	 [J]
SLPS-01819 	 LANGRISSER IV & V  -  [ 2 DISCS ] 	 [J]
SLPS-00732 	 LAS VEGAS DREAM 2 	 [J]
SLPM-86491 	 LATTICE 200EC7 	 [J]
SLPS-02344 	 LE CONCERT FF - FORTISSIMO 	 [J]
SLPS-02925	 LE CONCERT FF+PP - FORTISIMMO & PIANISSIMO  -  [ 2 DISCS ] 	 [J]
SLPS-02926 	 LE CONCERT FF+PP - FORTISIMMO & PIANISSIMO  -  [ 2 DISCS ] 	 [J]
SLPS-02343 	 LE CONCERT PP - PIANISSIMO 	 [J]
SLPS-01886 	 LEADING JOCKEY '99 	 [J]
SLPS-00348 	 LEADING JOCKEY HIGHBRED 	 [J]
SCPS-10059 	 LEGAIA DENSETSU 	 [J]
SCPS-91246 	 LEGAIA DENSETSU [PLAYSTATION THE BEST] 	 [J]
SIPS-60002 	 LEMMINGS 3D 	 [J]
SLPM-86025 	 LETHAL ENFORCES [LIMITED EDITION] 	 [J]
SLPS-01914 	 LET'S GO BASSFISHING 	 [J]
SLPS-01827 	 LET'S GO FLYFISHING 	 [J]
SCPS-45343 	 LIBERO GRANDE 	 [J]
SLPS-01681 	 LIBERO GRANDE 	 [J]
SLPS-02950 	 LIBERO GRANDE 2 	 [J]
SLPS-00185	 LIFESCAPE - SEIMEI 40 OKUNEN HARUKANA TABI [ 2 DISCS ] 	 [J]
SLPS-00186 	 LIFESCAPE - SEIMEI 40 OKUNEN HARUKANA TABI [ 2 DISCS ] 	 [J]
SLPS-00629 	 LIFESCAPE 2 - BODY BIONICS 	 [J]
SLPM-86015 	 LIGHTNING LEGEND 	 [J]
SCPS-45118 	 LINDA CUBE AGAIN 	 [J]
SCPS-10039 	 LINDA CUBE AGAIN 	 [J]
SCPS-91142 	 LINDA CUBE AGAIN [PLAYSTATION THE BEST] 	 [J]
SLPS-01769 	 LING RISE 	 [J]
SLPS-00376 	 LITTLE BIG ADVENTURE - TWINSEN'S ADVENTURE 	 [J]
SLPM-86269	 LITTLE LOVERS - SHE SO GAME  -  [ 2 DISCS ] 	 [J]
SLPM-86270 	 LITTLE LOVERS - SHE SO GAME  -  [ 2 DISCS ] 	 [J]
SLPM-86757	 LITTLE LOVERS - SHE SO GAME [MAJOR WAVE SERIES]  -  [ 2 DISCS ] 	 [J]
SLPM-86758 	 LITTLE LOVERS - SHE SO GAME [MAJOR WAVE SERIES]  -  [ 2 DISCS ] 	 [J]
SLPS-02376 	 LITTLE PRINCESS - MARU OUKOKU NO NINGYOU HIME 2 	 [J]
SLPS-91414 	 LITTLE PRINCESS - MARU OUKOKU NO NINGYOU HIME 2 [PSONE BOOKS] 	 [J]
SLPS-03012	 LITTLE PRINCESS +1 - MARU OUKOKU NO NINGYOU HIME 2  -  [ 2 DISCS ] 	 [J]
SLPS-03013 	 LITTLE PRINCESS +1 - MARU OUKOKU NO NINGYOU HIME 2  -  [ 2 DISCS ] 	 [J]
SLPS-01850 	 LITTLE WITCHING MISCHIEFS 	 [J]
SLPS-00182 	 LODE RUNNER - THE LEGEND RETURNS 	 [J]
SLPM-86238 	 LODE RUNNER - THE LEGEND RETURNS [SUPERLITE 1500 SERIES] 	 [J]
SLPM-86460 	 LODE RUNNER 2 [SUPERLITE 1500 SERIES] 	 [J]
SLPS-00641 	 LODE RUNNER EXTRA 	 [J]
SLPS-00642 	 LOGIC MAHJONG SOURYU 	 [J]
SLPS-01617 	 LOGIC MAHJONG SOURYU [REPRINT] 	 [J]
SLPM-86917 	 LOGIC MAHJONG SOURYU [MAJOR WAVE SERIES] 	 [J]
SLPS-02036 	 LOGIC MAHJONG SOURYU - SANNIN UCHI - 3 PLAYERS GAME 	 [J]
SLPS-02880 	 Logic Mahjong Souryu - Sannin Uchi - 4 Players Game 	[J]
SLPS-03011 	 LOGIC PRO ADVENTURE 	 [J]
SLPS-00268 	 LOGIC PUZZLE RAINBOW TOWN 	 [J]
SLPS-00987 	 LOMAX 	 [J]
SLPS-01787 	 LONDON SEIREI TANTEI-DAN 	 [J]
SLPS-00322 	 LONE SOLDIER 	 [J]
SLPS-01728 	 LORD MONARCH - SHIN GAIA OUKOKUKI 	 [J]
SLPM-86524 	 LORD MONARCH - SHIN GAIA OUKOKUKI [MAJOR WAVE SERIES] 	 [J]
SLPS-02168 	 LORD OF FIST 	 [J]
SCPS-10086 	 LORD OF MONSTERS 	 [J]
SLPS-01307 	 LOST SWORD 	 [J]
SCPS-10124 	 LOVE & DESTROY 	 [J]
SLPS-00686 	 LOVE GAME'S - WAI WAI TENNIS 	 [J]
SLPM-86541 	 LOVE GAME'S - WAI WAI TENNIS [MAJOR WAVE SERIES] 	 [J]
SLPS-01647 	 LOVE GAME'S - WAI WAI TENNIS [SERVICE PRICE EDITION] 	 [J]
SLPS-02510 	 LOVE GAME'S - WAI WAI TENNIS 2 	 [J]
SLPS-02983 	 LOVE GAME'S - WAI WAI TENNIS 2 [VALUE 1500] 	 [J]
SLPM-86899 	 LOVE GAME'S - WAI WAI TENNIS PLUS 	 [J]
SLPM-86652 	 LOVE HINA - AI HA KOTOBA NO NAKA NI 	 [J]
SLPM-86677 	 LOVE HINA 2 - KOTOBA WA KONAYUKI NO YOUNI 	 [J]
SLPS-03097 	 LOVE PARA - LOVELY TOKYO PARA-PARA MUSUME [FUKYUUBAN 1500 SERIES] 	 [J]
SLPS-01370 	 LOVE THERAPY 	 [J]
SLPS-02112 	 LOVE LOVE TOROKKO (LOVE TRUCK 2) 	 [J]
SLPS-01642 	 LSD - DREAM EMULATOR 	 [J]
SLPS-01556 	 LSD - DREAM EMULATOR [LIMITED EDITION] 	 [J]
SLPS-01784 	 LUCIFER RING 	 [J]
SLPS-00811 	 LUCIFERD - PSYCHOLOGICAL ADVENTURE 	 [J]
SLPS-01674 	 LUCKY LUKE 	 [J]
SLPS-01832 	 LUFTWAFFE - DOITSU KUUGUN O SHIKI SEYO 	 [J]
SLPS-00560 	 LULU 	 [J]
SLPS-01397	 LUNAR - SILVER STAR STORY  -  [ 2 DISCS ] 	 [J]
SLPS-01398 	 LUNAR - SILVER STAR STORY  -  [ 2 DISCS ] 	 [J]
SLPS-91129	 LUNAR - SILVER STAR STORY [PLAYSTATION THE BEST]  -  [ 2 DISCS ] 	 [J]
SLPS-91130 	 LUNAR - SILVER STAR STORY [PLAYSTATION THE BEST]  -  [ 2 DISCS ] 	 [J]
SLPS-02081	 LUNAR 2 - ETERNAL BLUE  -  [ 3 DISCS ] 	 [J]
SLPS-02082	 LUNAR 2 - ETERNAL BLUE  -  [ 3 DISCS ] 	 [J]
SLPS-02083 	 LUNAR 2 - ETERNAL BLUE  -  [ 3 DISCS ] 	 [J]
SLPS-02966	 LUNAR 2 - ETERNAL BLUE [KADOKAWA BEST]  -  [ 3 DISCS ] 	 [J]
SLPS-02967	 LUNAR 2 - ETERNAL BLUE [KADOKAWA BEST]  -  [ 3 DISCS ] 	 [J]
SLPS-02968 	 LUNAR 2 - ETERNAL BLUE [KADOKAWA BEST]  -  [ 3 DISCS ] 	 [J]
SLPM-86777 	 LUNAR WING - TOKI O KOETA SEISEN 	 [J]
SLPM-87219 	 LUNAR WING - TOKI O KOETA SEISEN [SUPERLITE 1500 SERIES] 	 [J]
SLPS-01749 	 LUNATIC DAWN III 	 [J]
SLPS-02537 	 LUNATIC DAWN III [ARTDINK BEST CHOICE] 	 [J]
SLPS-02420 	 LUNATIC DAWN ODYSSEY 	 [J]
SLPS-02957 	 LUNATIC DAWN ODYSSEY [ARTDINK BEST CHOICE] 	 [J]
SLPS-00416 	 LUP SALAD - LUPUPU CUBE 	 [J]
SLPM-87124 	 LUP SALAD - LUPUPU CUBE [NATSU-COLE SERIES VOL.3] 	 [J]
SLPS-01402 	 LUPIN THE THIRD 	 [J]
SLPS-00535	 LUPIN THE 3RD - CHATEAU DE CAGLIOSTRO  -  [ 3 DISCS ] 	 [J]
SLPS-00536	 LUPIN THE 3RD - CHATEAU DE CAGLIOSTRO  -  [ 3 DISCS ] 	 [J]
SLPS-00537 	 LUPIN THE 3RD - CHATEAU DE CAGLIOSTRO  -  [ 3 DISCS ] 	 [J]
SLPS-91060	 LUPIN THE 3RD - CHATEAU DE CAGLIOSTRO [PLAYSTATION THE BEST]  -  [ 3 DISCS ] 	 [J]
SLPS-91061	 LUPIN THE 3RD - CHATEAU DE CAGLIOSTRO [PLAYSTATION THE BEST]  -  [ 3 DISCS ] 	 [J]
SLPS-91062 	 LUPIN THE 3RD - CHATEAU DE CAGLIOSTRO [PLAYSTATION THE BEST]  -  [ 3 DISCS ] 	 [J]
SLPS-02805 	 LUPIN THE 3RD - PUNCH THE MONKEY! - GAME EDITION 	 [J]
SLPS-00393 	 M [EMU] - KIMI WO TSUTAETE 	 [J]
SLPS-02265 	 M [EMU] - KIMI WO TSUTAETE [MOUICHIDO KIMI NI EITAI...LOVED SERIES] 	 [J]
SLPS-02576	 MA-JYAN DE PON! HANAHUDA DE KOI! OUR GRADUATION [ 2 DISCS ] 	 [J]
SLPS-02577 	 MA-JYAN DE PON! HANAHUDA DE KOI! OUR GRADUATION [ 2 DISCS ] 	 [J]
SLPS-02705	 MABOROSHI TSUKIYO  -  [ 2 DISCS ] 	 [J]
SLPS-02706 	 MABOROSHI TSUKIYO  -  [ 2 DISCS ] 	 [J]
SLPS-03143	 MABOROSHI TSUKIYO [REPRINT]  -  [ 2 DISCS ] 	 [J]
SLPS-03144 	 MABOROSHI TSUKIYO [REPRINT]  -  [ 2 DISCS ] 	 [J]
SLPS-00295 	 MACH GO GO GO 	 [J]
SLPS-00386 	 MACROSS DIGITAL MISSION VF-X 	 [J]
SCPS-45021 	 MACROSS DIGITAL MISSION VF-X 	 [J]
SLPS-91058 	 MACROSS DIGITAL MISSION VF-X [PLAYSTATION THE BEST] 	 [J]
SCPS-45405	 MACROSS - THE SUPER DIMENSION FORTRESS - DO YOU REMEMBER LOVE? [ 3 DISCS ] 	 [J]
SCPS-45406	 MACROSS - THE SUPER DIMENSION FORTRESS - DO YOU REMEMBER LOVE? [ 3 DISCS ] 	 [J]
SCPS-45407 	 MACROSS - THE SUPER DIMENSION FORTRESS - DO YOU REMEMBER LOVE? [ 3 DISCS ] 	 [J]
SLPS-02005	 MACROSS - THE SUPER DIMENSION FORTRESS - DO YOU REMEMBER LOVE? [ 3 DISCS ] 	 [J]
SLPS-02006	 MACROSS - THE SUPER DIMENSION FORTRESS - DO YOU REMEMBER LOVE? [ 3 DISCS ] 	 [J]
SLPS-02007 	 MACROSS - THE SUPER DIMENSION FORTRESS - DO YOU REMEMBER LOVE? [ 3 DISCS ] 	 [J]
SLPS-02791 	 MACROSS PLUS - GAME EDITION 	 [J]
SLPS-02237 	 MACROSS VF-X 2 	 [J]
SLPS-00880 	 MAD PANIC COASTER 	 [J]
SLPS-00734 	 MAD STALKER - FULL METAL FORCE 	 [J]
SLPS-00587 	 MAGIC CARPET 	 [J]
SCPS-45134 	 MAGICAL DATE - DOKI DOKI KOKUHAKU DAISAKUSEN 	 [J]
SLPS-01091 	 MAGICAL DATE - DOKI DOKI KOKUHAKU DAISAKUSEN 	 [J]
SLPM-86619 	 MAGICAL DATE - DOKI DOKI KOKUHAKU DAISAKUSEN[TAITO 2000 SERIES] 	 [J]
SCPS-10135 	 MAGICAL DICE KIDS 	 [J]
SLPS-00201 	 MAGICAL DROP 	 [J]
SLPM-87173 	 MAGICAL DROP - ARCADE HITS [MAJOR WAVE SERIES] 	 [J]
SLPS-02337 	 MAGICAL DROP F - DAIBOUKEN MO RAKUJYANAI! 	 [J]
SLPM-86805 	 MAGICAL DROP F - DAIBOUKEN MO RAKUJYANAI! [MAJOR WAVE SERIES] 	 [J]
SLPM-86051 	 MAGICAL DROP III - YOKUBARI TOKUDAIGOU! 	 [J]
SLPS-01917	 MAGICAL DROP III + WONDERFUL! [ 2 DISCS ] 	 [J]
SLPS-01918 	 MAGICAL DROP III + WONDERFUL! [ 2 DISCS ] 	 [J]
SLPM-86755	 MAGICAL DROP III + WONDERFUL! [REPRINT] [ 2 DISCS ] 	 [J]
SLPM-86756 	 MAGICAL DROP III + WONDERFUL! [REPRINT] [ 2 DISCS ] 	 [J]
SLPS-00645	 MAGICAL GIRL PRETTY SAMMY PART 1 - IN THE EARTH  -  [ 2 DISCS ] 	 [J]
SLPS-00646 	 MAGICAL GIRL PRETTY SAMMY PART 1 - IN THE EARTH  -  [ 2 DISCS ] 	 [J]
SLPS-00760	 MAGICAL GIRL PRETTY SAMMY PART 2 - IN THE JULYHELM  -  [ 2 DISCS ] 	 [J]
SLPS-00761 	 MAGICAL GIRL PRETTY SAMMY PART 2 - IN THE JULYHELM  -  [ 2 DISCS ] 	 [J]
SLPS-00737 	 MAGICAL HOPPERS 	 [J]
SLPM-86099 	 MAGICAL MEDICAL 	 [J]
SLPS-01173 	 MAGICAL ZUNOU POWER! PARTY SELECTION 	 [J]
SLPS-02552 	 MAGICAL ZUNOU POWER! PARTY SELECTION [VAP BEST THANKS 1800] 	 [J]
SLPS-02490 	 MAGNETIC POWER MICROMAN - GENERATION 2000 	 [J]
SLPM-86292 	 MAHJONG [HYPER VALUE 2800] 	 [J]
SLPS-02995 	 MAHJONG DE ASOBO 	 [J]
SLPS-00014 	 MAHJONG GOKU TENJIKU 	 [J]
SLPS-02098 	 MAHJONG GOKU TENJIKU '99 	 [J]
SLPM-86258 	 MAHJONG II [SUPERLITE 1500 SERIES] 	 [J]
SLPS-00043 	 MAHJONG GANRYUUJIMA 	 [J]
SLPS-02979 	 MAHJONG GANRYUUJIMA [ASCII CASUAL COLLECTION] 	 [J]
SLPM-86082 	 MAHJONG KURABU 	 [J]
SLPS-02080 	 MAHJONG KURABU [HONKAKUHA DE 1300 YEN] 	 [J]
SLPS-02088	 MAHJONG KURABU & CADILLAC [HONKAKUHA DE 2000] [ 2 DISCS ] 	 [J]
SLPS-02089 	 MAHJONG KURABU & CADILLAC [HONKAKUHA DE 2000] [ 2 DISCS ] 	 [J]
SLPS-00364 	 Mahjong Senjutsu - Anzou Michuru no Tsugi Akima Satsuhou 	[J]
SLPM-86856 	 Mahjong Senjutsu - Anzou Michuru no Tsugi Akima Satsuhou [Superlite 1500 Series] 	[J]
SLPS-00005 	 MAHJONG STATION - MASHIN 	 [J]
SLPS-01564 	 MAHJONG STATION - MASHIN [SUNSOFT COLLECTION BEST] 	 [J]
SLPS-02828 	 MAHJONG STATION - MASHIN [VALUE 1500] 	 [J]
SLPS-00603 	 MAHJONG TAIKAI II SPECIAL 	 [J]
SLPM-86993 	 MAHJONG TAIKAI II SPECIAL [KOEI TEIBAN SERIES] 	 [J]
SLPM-86338 	 MAHJONG TAIKAI II SPECIAL [PLAYSTATION THE BEST] 	 [J]
SLPS-03123 	 MAHJONG URANAI FORTUNA - TSUKI NO MEGAMI-TACHI 	 [J]
SLPM-87143 	 MAHJONG URANAI FORTUNA - TSUKI NO MEGAMI-TACHI [SUPERLITE 1500 SERIES] 	 [J]
SLPM-86173 	 MAHJONG YAROUZE! 	 [J]
SLPS-01311 	 MAHJONG YOUCHIEN - TAMAGO-GUMI 	 [J]
SLPS-02956 	 MAHJONG YOUCHIEN - TAMAGO-GUMI 2 - TAIKAI E IKOU! 	 [J]
SLPS-02546 	 MAHJONG YOUCHIEN - TAMAGO-GUMI R - JONG FOR BEGINNERS 	 [J]
SLPS-00460 	 MAHOU SHOUJO FANCY COCO 	 [J]
SLPS-01754 	 MAHOU TSUKAI NI NARU HOUHOU 	 [J]
SCPS-45323 	 MAINICHI NEKO YOUBI 	 [J]
SLPS-01249 	 MAINICHI NEKO YOUBI 	 [J]
SLPS-00128 	 MAKERUNA! MAKENDO 2 	 [J]
SLPM-86817 	 MAKIKOU MYSTERY ADVENTURE [SUPERLITE 1500 SERIES] 	 [J]
SLPM-88501 	 MANIC GAME GIRL 	 [K]
SLPS-01738 	 MARBY BABY STORY 	 [J]
SLPS-01136	 MARIA  -  [ 3 DISCS ] 	 [J]
SLPS-01137	 MARIA  -  [ 3 DISCS ] 	 [J]
SLPS-01138 	 MARIA  -  [ 3 DISCS ] 	 [J]
SLPS-91100	 MARIA [PLAYSTATION THE BEST]  -  [ 3 DISCS ] 	 [J]
SLPS-91101	 MARIA [PLAYSTATION THE BEST]  -  [ 3 DISCS ] 	 [J]
SLPS-91102 	 MARIA [PLAYSTATION THE BEST]  -  [ 3 DISCS ] 	 [J]
SLPS-02240	 MARIA 2  -  [ 3 DISCS ] 	 [J]
SLPS-02241	 MARIA 2  -  [ 3 DISCS ] 	 [J]
SLPS-02242 	 MARIA 2  -  [ 3 DISCS ] 	 [J]
